"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF5","WSF5"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-22","59.73",,"0.47","0.0","3.1",,"45","36",,"  220","111.0"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-23","45.19",,"0.54","1.6","0.0",,"38","7",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-24","52.12",,"0.00","0.0","1.2",,"8","-18",,"  270","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-25","28.41",,"0.00","0.0","1.2",,"11","-22",,"  310","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-26","39.82",,"0.46","6.6","1.2",,"8","-1",,"  320","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-27","53.24",,"0.19","3.9","3.9",,"7","1",,"  270","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-28","61.52",,"0.03","0.4","5.9",,"19","4",,"  270","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-29","36.24",,"1.21","13.2","5.9",,"28","18",,"  270","74.9"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-30","61.52",,"0.07","0.9","16.1",,"22","-14",,"  310","95.1"
"USW00014755","MOUNT WASHINGTON, NH US","2013-12-31","34.67",,"0.20","0.9","16.1",,"-1","-11",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-01","57.49",,"0.08","0.7","16.1",,"-11","-17",,"  270","86.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-02","24.38",,"0.17","5.9","16.1",,"4","-14",,"  270","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-03","35.79",,"0.19","2.0","22.0",,"2","-17",,"  320","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-04","59.28",,"0.00","0.0","16.9",,"19","-9",,"  270","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-05","53.69",,"0.22","0.3","15.0",,"31","6",,"  180","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-06","58.38",,"1.10","1.3","13.0",,"38","-3",,"  180","96.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-07","72.48",,"0.18","1.6","7.1",,"-2","-24",,"  270","115.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-08","59.73",,"0.00","0.0","7.1",,"-5","-23",,"  270","104.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-09","55.03",,"0.00","0.0","7.1",,"11","-11",,"  270","99.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-10","44.29",,"0.07","0.8","7.1",,"25","5",,"  270","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-11","50.11",,"1.36","0.0","5.9",,"40","23",,"  220","94.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-12","72.92",,"0.23","2.5","2.0",,"32","8",,"  270","106.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-13","50.33",,"0.00","0.0","2.0",,"35","10",,"  320","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-14","34.90",,"0.81","7.0","2.0",,"30","18",,"  270","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-15","36.01",,"0.05","0.5","5.9",,"22","13",,"  270","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-16","24.38",,"0.04","0.8","5.9",,"22","16",,"  220","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-17","34.23",,"0.01","0.1","7.1",,"17","8",,"  230","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-18","14.99",,"0.03","1.0","7.1",,"15","8",,"  270","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-19","37.13",,"0.13","2.1","7.9",,"10","1",,"  270","95.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-20","58.83",,"0.11","1.5","7.1",,"9","-24",,"  270","86.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-21","26.40",,"0.00","0.0","5.9",,"-3","-24",,"  310","70.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-22","29.97",,"0.00","0.0","5.9",,"0","-11",,"  360","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-23","29.75",,"0.00","0.0","5.9",,"-6","-21",,"  320","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-24","33.11",,"0.00","0.0","5.9",,"-1","-19",,"  270","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-25","43.84",,"0.23","4.4","5.9",,"3","-9",,"  220","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-26","63.31",,"0.08","1.5","7.1",,"-1","-26",,"  270","121.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-27","69.57",,"0.14","3.1","7.1",,"20","-19",,"  270","114.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-28","51.90",,"0.00","0.0","7.9",,"-13","-22",,"  270","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-29","47.87",,"0.00","0.0","7.9",,"-8","-15",,"  270","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-30","45.19",,"0.00","0.0","7.9",,"11","-15",,"  320","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-01-31","56.82",,"0.00","0.0","7.9",,"12","3",,"  270","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-01","37.58",,"0.12","2.2","7.9",,"20","5",,"  230","87.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-02","51.67",,"0.11","1.9","9.1",,"23","4",,"  270","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-03","21.25",,"0.00","0.1","9.1",,"16","1",,"  300","53.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-04","28.41",,"0.00","0.0","9.1",,"11","5",,"  280","46.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-05","19.91",,"0.68","12.7","9.8",,"14","-3",,"  320","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-06","35.12",,"0.00","0.0","13.0",,"8","-8",,"  320","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-07","45.41",,"0.01","0.1","13.0",,"-2","-10",,"  280","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-08","49.88",,"0.00","0.0","13.0",,"4","-12",,"  290","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-09","22.82",,"0.03","0.8","13.0",,"4","-3",,"  280","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-10","39.15",,"0.05","0.7","14.2",,"1","-13",,"  290","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-11","44.52",,"0.00","0.0","14.2",,"-9","-20",,"  300","66.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-12","21.92",,"0.00","0.0","13.0",,"13","-10",,"  200","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-13","41.61",,"0.80","8.7","13.0",,"20","5",,"   70","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-14","57.71",,"1.19","11.5","20.9",,"18","-1",,"  300","112.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-15","19.91",,"0.11","1.9","18.1",,"17","1",,"  310","49.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-16","62.86",,"0.29","2.5","20.1",,"2","-16",,"  310","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-17","59.50",,"0.00","0.0","18.9",,"17","-17",,"  330","106.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-18","31.09",,"0.31","5.4","18.9",,"14","1",,"  180","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-19","37.80",,"0.39","3.8","20.1",,"24","6",,"  300","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-20","59.95",,"0.14","1.8","18.9",,"22","9",,"  300","106.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-21","35.12",,"0.35","1.5","18.9",,"33","15",,"  180","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-22","64.87",,"0.02","0.2","18.9",,"17","9",,"  280","108.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-23","51.45",,"0.00","0.0","18.9",,"16","6",,"  270","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-24","59.50",,"0.06","1.4","18.1",,"6","-11",,"  280","93.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-25","52.57",,"0.11","1.3","18.1",,"-7","-15",,"  290","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-26","38.92",,"0.16","1.6","18.1",,"-4","-19",,"  280","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-27","28.41",,"0.09","2.0","18.9",,"-6","-18",,"  280","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-02-28","40.04",,"0.00","0.0","20.1",,"-3","-22",,"  300","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-01","48.77",,"0.00","0.0","20.1",,"11","-8",,"  270","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-02","49.44",,"0.06","0.7","20.1",,"8","-16",,"  270","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-03","49.88",,"0.00","0.0","20.1",,"-7","-18",,"  300","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-04","38.48",,"0.08","0.6","20.1",,"-4","-12",,"  310","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-05","25.28",,"0.14","2.1","20.1",,"0","-13",,"  330","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-06","16.55",,"0.00","0.0","20.1",,"11","-11",,"  350","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-07","29.53",,"0.00","0.0","20.1",,"23","7",,"  250","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-08","41.38",,"0.02","0.2","20.1",,"22","1",,"  290","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-09","38.70",,"0.06","0.7","20.1",,"8","-5",,"  300","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-10","33.55",,"0.14","1.7","20.1",,"21","-3",,"  240","53.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-11","56.82",,"0.15","1.3","20.9",,"21","14",,"  280","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-12","27.29",,"1.40","13.8","20.9",,"27","16",,"  180","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-13","39.82",,"0.62","5.8","33.1",,"24","-17",,"  310","85.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-14","51.23",,"0.03","0.5","29.9",,"23","-15",,"  270","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-15","57.27",,"0.41","3.0","27.2",,"25","2",,"  290","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-16","62.41",,"0.10","1.1","26.0",,"4","-20",,"  300","99.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-17","49.88",,"0.00","0.0","24.8",,"1","-19",,"  310","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-18","31.76",,"0.00","0.0","24.8",,"17","0",,"  320","57.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-19","27.96",,"0.29","4.2","24.8",,"23","11",,"  190","69.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-20","52.34",,"0.97","9.8","26.0",,"25","8",,"  280","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-21","71.13",,"0.26","2.5","27.2",,"10","3",,"  300","99.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-22","51.00",,"0.50","4.7","27.2",,"20","4",,"  270","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-23","49.44",,"0.19","2.3","29.1",,"12","-15",,"  290","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-24","53.02",,"0.00","0.0","29.1",,"-7","-17",,"  320","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-25","18.12",,"0.00","0.0","29.1",,"4","-9",,"  280","47.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-26","48.32",,"0.20","1.4","29.1",,"4","-13",,"  310","104.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-27","61.29",,"0.05","0.4","28.0",,"20","-15",,"  310","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-28","54.80",,"0.57","1.8","28.0",,"31","16",,"  280","85.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-29","22.15",,"0.06","0.8","29.1",,"34","19",,"  280","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-30","26.84",,"0.60","2.4","29.9",,"39","18",,"  110","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-03-31","37.13",,"0.00","0.0","27.2",,"34","12",,"   20","68.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-01","32.44",,"0.00","0.0","27.2",,"29","17",,"   30","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-02","32.88",,"0.00","0.0","27.2",,"31","17",,"  270","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-03","36.69",,"0.05","0.4","26.0",,"25","10",,"  300","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-04","24.38",,"0.19","0.2","26.0",,"36","15",,"  160","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-05","52.12",,"0.23","2.0","24.8",,"29","8",,"  290","103.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-06","57.71",,"0.05","0.5","24.8",,"21","7",,"  290","96.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-07","35.34",,"0.44","3.3","24.8",,"31","19",,"  150","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-08","53.24",,"1.22","4.1","24.8",,"38","18",,"  150","98.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-09","62.41",,"0.03","0.3","18.9",,"21","4",,"  310","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-10","44.52",,"0.14","0.3","18.9",,"32","6",,"  260","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-11","43.62",,"0.00","0.2","18.9",,"33","23",,"  270","91.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-12","38.25",,"0.00","0.0","18.9",,"31","20",,"  280","68.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-13","39.82",,"0.15","0.6","18.1",,"43","22",,"  260","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-14","44.52",,"0.00","0.0","14.2",,"50","40",,"  250","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-15","40.04",,"2.13","0.8","5.9",,"44","9",,"  200","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-16","56.82",,"0.23","1.1","2.0",,"18","-3",,"  320","91.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-17","14.09",,"0.00","0.0","2.0",,"32","16",,"  170","36.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-18","24.61",,"0.00","0.0","2.0",,"33","20",,"  300","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-19","47.87",,"0.09","0.8","2.0",,"23","11",,"  310","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-20","21.25",,"0.00","0.0","2.0",,"36","11",,"  260","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-21","30.65",,"0.00","0.0","2.0",,"44","30",,"  270","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-22","28.41",,"0.17","0.0","1.2",,"41","32",,"  260","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-23","46.75",,"0.93","5.2","1.2",,"32","15",,"  360","97.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-24","63.08",,"0.34","2.1","3.9",,"20","11",,"  360","106.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-25","24.16",,"0.00","0.0","3.9",,"34","15",,"  340","65.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-26","27.74",,"0.26","1.6","2.0",,"27","20",,"  150","57.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-27","23.94",,"0.20","1.2","3.1",,"25","19",,"   20","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-28","32.21",,"0.10","1.0","3.9",,"29","19",,"   10","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-29","36.46",,"0.00","0.0","3.9",,"28","18",,"  130","53.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-04-30","33.55",,"0.23","0.2","3.9",,"32","19",,"  200","68.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-01",,,"0.00",,,,,,,,
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-02","42.95",,"0.27","1.8","3.1",,"30","23",,"  300","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-03","26.62",,"0.27","2.4","3.9",,"35","23",,"  310","48.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-04","35.12",,"1.45","8.1","5.1",,"30","23",,"  340","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-05","40.49",,"0.07","0.4","7.9",,"28","24",,"  350","69.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-06","34.45",,"0.04","0.2","7.9",,"26","21",,"  330","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-07","25.28",,"0.00","0.0","7.9",,"31","20",,"  340","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-08","18.34",,"0.00","0.0","8.0",,"38","24",,"  290","35.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-09","25.95",,"0.05","0.0","7.1",,"43","30",,"  220","63.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-10","47.42",,"0.60","0.0","3.1",,"48","34",,"  240","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-11","50.55",,"0.00","0.0","0.0",,"41","29",,"  270","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-12","42.50",,"0.01","0.0","0.0",,"47","33",,"  280","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-13","21.03",,"0.02","0.0","0.0",,"48","36",,"  320","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-14","25.05",,"0.02","0.0","0.0",,"56","42",,"  270","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-15","32.44",,"0.07","0.0","0.0",,"52","47",,"  170","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-16","42.28",,"1.15","0.0","0.0",,"50","40",,"  150","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-17","26.62",,"1.38","0.0","0.0",,"47","31",,"  140","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-18","16.78",,"0.00","0.0","0.0",,"39","24",,"  340","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-19","45.63",,"1.10","6.9","0.0",,"31","24",,"  330","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-20","38.70",,"0.00","0.0","3.9",,"37","28",,"  340","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-21","14.09",,"0.00","0.0","1.2",,"46","34",,"  350","44.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-22","14.76",,"0.03","0.0","0.0",,"46","35",,"  140","32.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-23","10.74",,"0.35","0.0","0.0",,"37","34",,"  130","23.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-24","15.43",,"0.28","0.0","0.0",,"42","33",,"   10","33.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-25","23.94",,"0.03","0.0","0.0",,"46","34",,"  260","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-26","54.58",,"0.94","0.0","0.0",,"45","38",,"  300","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-27","21.92",,"0.85","0.0","0.0",,"46","35",,"  320","53.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-28","17.00",,"0.12","0.0","0.0",,"43","27",,"   80","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-29","12.97",,"0.00","0.0","0.0",,"47","29",,"   90","35.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-30","17.90",,"0.30","0.5","0.0",,"44","32",,"   10","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-05-31","19.91",,"0.09","0.0","0.0",,"40","32",,"   20","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-01","14.32",,"0.00","0.0","0.0",,"53","36",,"  260","34.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-02","15.88",,"0.00","0.0","0.0",,"62","42",,"  270","36.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-03","16.55",,"0.01","0.0","0.0",,"58","44",,"  120","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-04","24.16",,"0.01","0.0","0.0",,"49","37",,"  240","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-05","18.12",,"0.08","0.0","0.0",,"45","37",,"  240","46.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-06","29.30",,"0.13","0.0","0.0",,"42","37",,"  330","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-07","23.49",,"0.00","0.0","0.0",,"50","41",,"  330","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-08","6.93",,"0.00","0.0","0.0",,"58","46",,"  240","23.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-09","6.49",,"0.01","0.0","0.0",,"58","48",,"  260","19.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-10","15.21",,"0.05","0.0","0.0",,"52","41",,"  100","34.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-11","19.91",,"0.12","0.0","0.0",,"50","36",,"  150","38.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-12","31.09",,"1.64","0.0","0.0",,"46","33",,"  170","53.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-13","29.08",,"0.64","0.0","0.0",,"52","41",,"  130","64.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-14","22.82",,"0.16","0.0","0.0",,"51","36",,"  280","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-15","37.58",,"0.17","0.0","0.0",,"43","37",,"  310","69.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-16","18.12",,"0.01","0.0","0.0",,"56","38",,"  330","45.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-17","20.36",,"0.00","0.0","0.0",,"60","47",,"  190","46.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-18","51.90",,"1.76","0.0","0.0",,"54","43",,"  280","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-19","42.28",,"0.00","0.0","0.0",,"46","34",,"  360","74.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-20","42.28",,"0.00","0.0","0.0",,"37","29",,"  350","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-21","25.72",,"0.00","0.0","0.0",,"41","31",,"  290","48.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-22","12.30",,"0.00","0.0","0.0",,"48","33",,"  310","36.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-23","10.96",,"0.00","0.0","0.0",,"56","40",,"  240","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-24","32.44",,"0.01","0.0","0.0",,"54","45",,"  250","59.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-25","33.78",,"2.79","0.0","0.0",,"55","50",,"  270","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-26","18.12",,"1.74","0.0","0.0",,"53","41",,"   30","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-27","15.21",,"0.00","0.0","0.0",,"54","42",,"   10","36.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-28","8.72",,"0.00","0.0","0.0",,"60","48",,"  260","21.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-29","11.63",,"0.00","0.0","0.0",,"62","47",,"  260","31.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-06-30","21.03",,"0.00","0.0","0.0",,"63","52",,"  270","40.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-01","28.63",,"0.00","0.0","0.0",,"67","51",,"  250","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-02","35.12",,"0.43","0.0","0.0",,"68","54",,"  270","70.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-03","23.04",,"1.09","0.0","0.0",,"63","50",,"  280","52.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-04","25.72",,"1.06","0.0","0.0",,"51","39",,"   10","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-05","63.75",,"0.42","0.0","0.0",,"46","33",,"  350","96.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-06","53.46",,"0.00","0.0","0.0",,"52","40",,"  300","80.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-07","38.48",,"0.23","0.0","0.0",,"58","45",,"  290","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-08","35.79",,"0.40","0.0","0.0",,"59","48",,"  220","72.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-09","45.86",,"0.21","0.0","0.0",,"52","46",,"  280","79.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-10","35.12",,"0.03","0.0","0.0",,"49","39",,"  270","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-11","16.78",,"0.00","0.0","0.0",,"55","40",,"  280","32.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-12","20.80",,"0.00","0.0","0.0",,"58","43",,"  250","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-13","34.00",,"0.51","0.0","0.0",,"57","51",,"  240","67.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-14","31.09",,"0.31","0.0","0.0",,"60","45",,"  290","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-15","23.26",,"0.69","0.0","0.0",,"58","51",,"  220","51.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-16","19.91",,"0.49","0.0","0.0",,"56","43",,"  290","42.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-17","23.04",,"0.00","0.0","0.0",,"50","40",,"  280","52.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-18","24.83",,"0.00","0.0","0.0",,"51","39",,"  290","55.9"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-19","5.37",,"0.00","0.0","0.0",,"55","43",,"  210","17.0"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-20","10.29",,"0.00","0.0","0.0",,"51","43",,"  130","25.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-21","9.62",,"0.00","0.0","0.0",,"58","44",,"  130","25.1"
"USW00014755","MOUNT WASHINGTON, NH US","2014-07-22","23.26",,"0.00","0.0","0.0",,"60","49",,"  280","50.1"
