"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF5","WSF5"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-24","32.44"," 1629","0.00","0.0","20.0",,"17","9",,"  360","55.0"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-25","12.08"," 0104","0.00","0.0","19.0",,"22","12",,"  360","40.0"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-26","22.37"," 2252","0.17","1.0","19.0",,"18","5",,"   50","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-27","50.11"," 0432","1.02","7.8","20.0",,"7","-14",,"   50","78.1"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-28","69.12"," 2217","0.00","0.0","21.0",,"4","-15",,"  320","104.9"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-29","60.84"," 0025","0.00","0.0","21.0",,"19","-1","5","  320","87.0"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-30","40.04"," 0009","0.00","0.0","21.0",,"26","17","19","  320","62.0"
"USW00014755","MOUNT WASHINGTON, NH US","2010-12-31","44.29"," 1251","0.00","0.0","20.0",,"37","22",,"  270","61.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-01","41.38"," 0326","0.00","0.0","14.0",,"42","33",,"  270","66.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-02","28.41"," 1009","0.11","0.0","5.0",,"38","5",,"  270","53.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-03","76.28"," 2007","0.05","0.6","5.0",,"5","-2",,"  320","125.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-04","55.70"," 0313","0.07","1.5","5.0",,"7","-2",,"  320","98.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-05","72.25"," 1036","0.10","1.5","7.0",,"5","-7",,"  270","106.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-06","37.80"," 0256","0.00","0.0","7.0",,"-1","-8",,"  320","94.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-07","14.32"," 1125","0.03","0.4","7.0",,"8","-6",,"  180","25.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-08","13.42"," 2355","0.00","0.7","7.0",,"10","6",,"  360","23.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-09","58.61"," 2031","0.10","0.9","8.0",,"9","-7",,"  270","89.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-10","50.33"," 1733","0.07","0.6","8.0",,"19","-8",,"  320","77.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-11","14.54"," 0425","0.00","0.0","8.0",,"22","12",,"  320","34.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-12","45.63"," 1016","0.47","8.8","8.0",,"17","3",,"   90","82.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-13","32.88"," 0636","0.11","1.4","10.0",,"8","-3",,"  320","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-14","13.87"," 1921","0.00","0.0","10.0",,"10","-3",,"  320","36.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-15","34.45"," 1847","0.10","1.4","10.0",,"5","-3",,"  230","83.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-16","53.24"," 0008","0.10","1.1","11.0",,"4","-15",,"  270","81.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-17","34.23"," 0025","0.00","0.0","11.0",,"9","-17",,"  270","59.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-18","46.30"," 1347","0.59","8.3","11.0",,"28","7",,"  180","76.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-19","13.20"," 0007","0.21","3.0","16.0",,"29","14",,"  140","38.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-20","28.86"," 0455","0.00","0.0","18.0",,"15","-4",,"  320","50.1"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-21","44.96"," 1755","0.19","1.9","18.0",,"7","-14",,"  270","100.9"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-22","42.95"," 0245","0.00","0.0","19.0",,"-3","-19",,"  270","89.0"
"USW00014755","MOUNT WASHINGTON, NH US","2011-01-23","41.38"," 1653","0.02","0.2","19.0",,"-7","-34",,"  320","79.0"
